year,t,Y_world,YGROSS_world,YNET_world,C_world,E_world,EIND_world,TATM,MIU_avg,ABATECOST_world,DAMAGES_world,scenario
2015,1,91.48765924093053,91.48765924093053,91.48765924093053,65.73850114725718,40.487026771383796,35.08683370992618,1.1,0.0,0.0,0.0,cbudget_500__dice__prob50
2020,2,102.24320867094298,102.50949991541678,102.50949991541678,72.67231122669124,28.975754734372433,23.575561672914816,1.1524603511400309,0.11563227954751842,0.26629124452990505,0.0,cbudget_500__dice__prob50
2025,3,123.02060663902746,123.64211650902938,123.55189107715162,87.00601283122005,20.164932653937665,21.89009022311433,1.279686888206709,0.14461628609985078,0.5265822899501588,0.09022543187776007,cbudget_500__dice__prob50
2030,4,143.7556416228029,144.70614109405398,144.51760487359323,101.37410507057191,20.10222797432622,21.9634690437231,1.371479941122565,0.15140499361589363,0.7564751063453854,0.18853622046074067,cbudget_500__dice__prob50
2035,5,165.22902910272913,166.57811311632412,166.30938688917394,116.48171671715147,18.910656688630834,21.175675266078166,1.4187441086413675,0.16534407766847867,1.0720350009492396,0.2687262271501546,cbudget_500__dice__prob50
2040,6,186.64613289579518,188.508956471612,188.15483895910586,131.8234190115739,16.938336820840206,19.619614599320325,1.4579592744885583,0.18380285400773216,1.4959225174672586,0.354117512506144,cbudget_500__dice__prob50
2045,7,208.89401800760336,211.4790183053041,211.0283958735894,147.90843006256787,14.266395514328652,17.359452275843143,1.4943159302845788,0.20622216324091575,2.1005759629213174,0.4506224317147246,cbudget_500__dice__prob50
2050,8,231.95302612016818,235.4913342668633,234.93673051353593,164.73755343450213,10.210889657054857,13.962711546356974,1.5259229779921923,0.23329432952910414,2.9651970061497304,0.554603753327348,cbudget_500__dice__prob50
2055,9,255.90360731898997,260.61720295281026,259.9588112697214,182.40114057512875,6.4345382459045375,10.604186540619063,1.54962351881231,0.2569628179333293,4.03402531065188,0.6583916830889075,cbudget_500__dice__prob50
2060,10,281.3240694350966,287.36775603238,286.6209409927533,201.26480386471488,3.6949904773965265,7.689042905653947,1.5595595622689762,0.27545975764421565,5.231001365792667,0.7468150396267931,cbudget_500__dice__prob50
2065,11,308.2956024608336,315.68672498591883,314.87505927545425,221.40515619528725,0.6487028697376531,5.533337637933769,1.5557721991622033,0.28943378619332943,6.533812547778138,0.8116657104644988,cbudget_500__dice__prob50
2070,12,335.88986959465376,344.5700631736386,343.71753523711607,242.16011280961894,-0.9813612394347695,4.1645833112652975,1.5424480583556357,0.3003791953915013,7.78563850390079,0.8525279365224961,cbudget_500__dice__prob50
