year,t,Y_world,YGROSS_world,YNET_world,C_world,E_world,EIND_world,TATM,MIU_avg,ABATECOST_world,DAMAGES_world,scenario
2015,1,91.48765924093053,91.48765924093053,91.48765924093053,65.73850114725718,40.487026771383796,35.08683370992618,1.1,0.0,0.0,0.0,cea_tatm_2.0__kalkuhl__prob50
2020,2,102.46069608764267,102.50949991541678,102.50949991541678,72.82000877972509,35.582723827582264,30.18253076612465,1.1524603511400309,0.05481732003465721,0.04880382777410693,0.0,cea_tatm_2.0__kalkuhl__prob50
2025,3,123.58785840572553,123.67887221044853,123.67887221044853,87.3927299201732,28.847764861477927,30.464963640065907,1.279686888206709,0.0700638685164491,0.09022920364979269,0.2934906222517674,cea_tatm_2.0__kalkuhl__prob50
2030,4,144.68172882537422,144.82430040503388,144.82430040503388,102.00623861806638,29.419412260123487,31.1899007072994,1.3969108656622509,0.07616213376410598,0.14216712476395552,0.679630644919923,cea_tatm_2.0__kalkuhl__prob50
2035,5,166.57858004959786,166.80179803856936,166.80179803856936,117.4044859608929,28.98698497799491,31.1482607633817,1.4815888305466658,0.08834392213834548,0.22252928549279796,1.0822041590256948,cea_tatm_2.0__kalkuhl__prob50
2040,6,188.5181059105039,188.85745739054596,188.85745739054596,133.10846300642035,27.91112380681394,30.468650338717687,1.5605976796841876,0.10406929680362594,0.3381587735114809,1.559095101670665,cea_tatm_2.0__kalkuhl__prob50
2045,7,211.4618128617612,211.97879761034335,211.97879761034335,149.67939099253763,26.52899662060471,29.38167665158228,1.6376133553140915,0.12266991870754446,0.509173249026464,2.1307866574184406,cea_tatm_2.0__kalkuhl__prob50
2050,8,235.4186836459487,236.182964640201,236.182964640201,167.1395562240006,23.849191788913235,27.500988475277065,1.7113725106663142,0.1442983559185515,0.75979828765503,2.797950963101649,cea_tatm_2.0__kalkuhl__prob50
2055,9,260.4595609211016,261.5530046411053,261.5530046411053,185.57553183071062,21.32451094583805,25.407410065169213,1.7806930460367707,0.16442007507330098,1.087636278462427,3.5605010687504755,cea_tatm_2.0__kalkuhl__prob50
2060,10,287.09794306487794,288.60856806596234,288.60856806596234,205.3031637566894,19.32018723266741,23.119546681291265,1.8410051424312268,0.18338968001451955,1.492824686963015,4.395390149898904,cea_tatm_2.0__kalkuhl__prob50
2065,11,315.3014199614736,317.28581475464733,317.28581475464733,226.31343725980562,16.217697122967447,20.9941355970507,1.8923585226534727,0.20056093050347257,1.9708920753103958,5.293039834517224,cea_tatm_2.0__kalkuhl__prob50
2070,12,344.0117424098502,346.5521386483124,346.5521386483124,247.8833314652843,14.024955923200668,19.090850550202916,1.9370143359129914,0.21573804289204848,2.527852566854082,6.242232973723842,cea_tatm_2.0__kalkuhl__prob50
2075,13,372.98345626186364,376.30096724384083,376.30096724384083,269.8355736213619,10.671342171823776,16.091203225817903,1.971904632109079,0.23543731465603818,3.2966857669761143,7.202001950235957,cea_tatm_2.0__kalkuhl__prob50
2080,14,402.16529586082527,406.3785446585951,406.3785446585951,292.0957284929855,6.992588454804803,12.805097769055546,1.9997304139365175,0.2548160726702966,4.18506111534196,8.17156436221653,cea_tatm_2.0__kalkuhl__prob50
2085,15,431.8369594193463,436.9489721808218,436.9489721808218,314.8363938319082,3.1939217582094104,9.344690703397278,2.0172274868875015,0.2739155060589698,5.072407728873906,9.100541709804284,cea_tatm_2.0__kalkuhl__prob50
2090,16,462.7240200942951,468.32077488606853,468.32077488606853,338.55080008677254,0.6684872520092187,7.152315253949605,2.0226931470630065,0.2850812109056094,5.547424662717573,9.947348552879786,cea_tatm_2.0__kalkuhl__prob50
2095,17,497.0806095276098,500.64692012988746,500.64692012988746,364.8253182311724,4.6927275473987935,11.383905393570908,2.015496041156862,0.2584702064392007,3.5368396832922206,10.674081440814367,cea_tatm_2.0__kalkuhl__prob50
2100,18,530.4321098574712,534.0923487585172,534.0923487585172,390.49764038128484,3.0867281784852927,10.04152364356474,2.0,0.26500991609073254,3.6268432572743907,11.309109721190787,cea_tatm_2.0__kalkuhl__prob50
2105,19,566.0851373392022,569.3721170355087,569.3721170355087,417.91357720826414,2.659616104480291,9.030208539214783,2.0,0.2693776106006145,3.208468180990417,12.19352920686225,cea_tatm_2.0__kalkuhl__prob50
2110,20,603.551137125336,606.4627368591626,606.4627368591626,446.7172984806343,2.277119986671646,8.624176505716004,2.0,0.2681077937126227,2.8402547619542515,13.128925821910803,cea_tatm_2.0__kalkuhl__prob50
2115,21,642.6099466577973,645.2044384745969,645.2044384745969,476.7372209017081,1.9353202667140572,8.258796141285664,2.0,0.27054930873063293,2.529828092652903,14.111554218853046,cea_tatm_2.0__kalkuhl__prob50
2120,22,683.0492003275245,685.3768110326192,685.3768110326192,507.80401076441547,1.6305076250299728,7.930918779110549,2.0,0.26938614644810566,2.2690252472119576,15.136006762149428,cea_tatm_2.0__kalkuhl__prob50
2125,23,724.601975477987,726.7058058998773,726.7058058998773,539.705798190489,1.3592230453572753,7.637445740995686,2.0,0.2707188023017221,2.050687511627431,16.195329996014483,cea_tatm_2.0__kalkuhl__prob50
2130,24,766.9429508389828,768.8597754843213,768.8597754843213,572.1855909187245,1.1182710687146487,7.375518314351898,2.0,0.2714260293547724,1.8684792985407073,17.280922004042118,cea_tatm_2.0__kalkuhl__prob50
2135,25,809.6870138758081,811.4479652979455,811.4479652979455,604.9406318003291,0.9047177995775989,7.142394396687913,2.0,0.2721521957098323,1.716791396613739,18.38249590238947,cea_tatm_2.0__kalkuhl__prob50
