year,t,Y_world,YGROSS_world,YNET_world,C_world,E_world,EIND_world,TATM,MIU_avg,ABATECOST_world,DAMAGES_world,scenario
2015,1,91.48765924093053,91.48765924093053,91.48765924093053,65.73850114725718,40.487026771383796,35.08683370992618,1.1,0.0,0.0,0.0,cbudget_1150__kalkuhl__prob50
2020,2,102.06593085480552,102.50949991541678,102.50949991541678,72.55146902465188,26.402246281095863,21.002053219638245,1.1524603511400309,0.14008816880068914,0.4435690606112981,0.0,cbudget_1150__kalkuhl__prob50
2025,3,122.7182977608126,123.61225414375404,123.31890385951141,86.79414014246368,19.446682061714245,21.180644763754415,1.279686888206709,0.15065631902668672,0.5952896139141115,0.2933502842426649,cbudget_1150__kalkuhl__prob50
2030,4,143.26124343277334,144.63512073877803,144.05559777688407,101.02464016707816,19.824721888484746,21.6904614295335,1.3615016656426622,0.15354969059115436,0.7884634353755621,0.5795229618939495,cbudget_1150__kalkuhl__prob50
2035,5,164.58771117494803,166.44808920620343,165.62482339446808,116.0244450310561,19.188644040277644,21.448589643209996,1.4042554396849205,0.16307114617343219,1.0293617222873968,0.8232658117353546,cbudget_1150__kalkuhl__prob50
2040,6,185.88798717198017,188.3192633840083,187.2214084759047,131.27646137464637,17.917605790112326,20.58144844268968,1.4422176521053334,0.17651430541662727,1.3230503205134978,1.0978549081035893,cbudget_1150__kalkuhl__prob50
2045,7,208.07275889701054,211.2339003412983,209.8097830804834,147.3064931766033,16.16650239505203,19.221058796863232,1.4801304572453393,0.1930376074163689,1.7097207179889125,1.424117260814877,cbudget_1150__kalkuhl__prob50
2050,8,231.17097946783755,235.20126816783883,233.4025072964366,164.14967000501085,13.292875252662899,17.022085635285876,1.5163365362703993,0.21292624347485417,2.2177598935221146,1.7987608714021686,cbudget_1150__kalkuhl__prob50
2055,9,255.30704656864833,260.30286165226266,258.091455132048,181.92825267967166,10.928689858369065,15.071464709114018,1.5484054616727192,0.22887386620195127,2.769944172770653,2.2114065202146236,cbudget_1150__kalkuhl__prob50
2060,10,281.0893366323006,287.0627763164689,284.4316478387799,201.02816921473843,9.67107054999211,13.588177618145595,1.5715174192809498,0.24048053651978066,3.301862195603188,2.631128477689061,cbudget_1150__kalkuhl__prob50
2065,11,308.5856793301886,315.43738132435396,312.38702562462765,221.51441964139798,7.994627101268888,12.827076949241555,1.586742022984429,0.24782933506062035,3.7753537969521256,3.050355699726429,cbudget_1150__kalkuhl__prob50
2070,12,336.72735860810104,344.42747565190996,340.94674782312563,242.6528265532809,7.4626007462461095,12.56270207976052,1.5986510258073592,0.2524091274625603,4.19772213195095,3.480727828784293,cbudget_1150__kalkuhl__prob50
2075,13,365.2603332126716,373.937502379688,370.0287467738819,264.26082481124456,5.759665942560413,11.21473165678001,1.6065184761001634,0.2621122234523861,4.7367472711818275,3.9087556058060473,cbudget_1150__kalkuhl__prob50
2080,14,394.24278268166825,403.81796827185894,399.4576838974197,286.3417043962547,4.035472806737815,9.873325357748175,1.6143094639561357,0.2706055441777123,5.177679989512262,4.360284374439221,cbudget_1150__kalkuhl__prob50
2085,15,423.93961406320716,434.2487388862393,429.452725138368,309.0602321086338,2.133157451828048,8.294831641284222,1.6181341559663576,0.27910483248594375,5.469045666824024,4.7960137478711715,cbudget_1150__kalkuhl__prob50
2090,16,454.6091292260571,465.5447816678315,460.3489756663086,332.58306509730085,0.3031213226815017,6.791518190448988,1.6168567380887755,0.2872894311467223,5.6884365425297725,5.195806001524977,cbudget_1150__kalkuhl__prob50
2095,17,486.3346060341104,497.797972040397,492.2631527555777,356.955475698991,-1.4899486162889324,5.27560413778732,1.6094961023567838,0.29587961813208197,5.869331439386547,5.534819284827095,cbudget_1150__kalkuhl__prob50
2100,18,518.873695011111,530.8334830766661,525.0382567255731,382.0071820783053,-3.087442799953099,3.946304249120317,1.596083734957517,0.3055306006369679,6.097471591745736,5.7952263511046604,cbudget_1150__kalkuhl__prob50
2105,19,553.689038284054,565.7579430692906,559.7870555506373,408.7672795759914,-4.335892492486331,2.2462569950446314,1.5767106711467127,0.31721160750910316,5.9295359724173275,5.970887518668443,cbudget_1150__kalkuhl__prob50
2110,20,590.4657513934449,602.521698683917,596.4718329833862,437.02885489524414,-5.627548431318556,0.9822074217663511,1.5520541857155314,0.3268373295284539,5.8218223818455845,6.0498657005394625,cbudget_1150__kalkuhl__prob50
2115,21,629.3465947541741,640.9772605621047,634.9451592286831,466.88949066358447,-6.17879305647948,0.45761830098610373,1.5234887142190954,0.3308371589980934,5.397983106585188,6.03210133342993,cbudget_1150__kalkuhl__prob50
2120,22,669.908262987246,680.9639597760287,675.0671264807027,498.0214465725381,-6.496775241445744,0.16489381025513486,1.4909322176412176,0.3326773049247619,4.941770432151386,5.896833295331406,cbudget_1150__kalkuhl__prob50
2125,23,711.7898826516333,722.2110378149794,716.5363852486141,530.1469096353945,-6.684637262960664,0.0005343055077912998,1.4571283194715172,0.331505376344086,4.513079765591976,5.674652566371345,cbudget_1150__kalkuhl__prob50
2130,24,754.659453147525,764.3760033542858,758.9955760218508,563.0070477101895,-6.706634824706396,0.0,1.4233854261595729,0.3333333333333333,4.086933918987739,5.380427332441593,cbudget_1150__kalkuhl__prob50
2135,25,798.0488439764305,807.0605311487102,802.0409421340568,596.2338204289731,-6.725299625945638,0.0004520115614798897,1.3902280592301923,0.331505376344086,3.728151749705491,5.019589014660437,cbudget_1150__kalkuhl__prob50
2140,26,841.4917691365766,849.7972581684894,845.1957694325141,629.4628133209893,-6.7396228559992055,1.4078594895145822e-15,1.3581868784375501,0.3333333333333333,3.427146764845736,4.601488735982738,cbudget_1150__kalkuhl__prob50
2145,27,884.4806614420615,892.0688922903219,887.9443309456582,662.298548953187,-6.756623906494921,0.0,1.3271559384703622,0.3333333333333333,3.174236494445643,4.124561344671649,cbudget_1150__kalkuhl__prob50
2150,28,926.4721336431404,933.3157500402338,929.7296544793514,694.3190335056374,-6.762927611883301,0.0,1.2969347146669703,0.3333333333333333,2.961342585663737,3.5860955608909117,cbudget_1150__kalkuhl__prob50
2155,29,966.8719975090972,972.9457057412359,969.9615126902169,725.0659191709561,-6.7756291904063985,0.00035452248286078176,1.2673197637768234,0.331505376344086,2.7812834727231737,2.984193051029369,cbudget_1150__kalkuhl__prob50
2160,30,1005.0861603474582,1010.343961666415,1008.0234559929714,754.0816642393135,-6.774401883242623,0.0006787690012641352,1.2382005179701512,0.3296774193548387,2.6281758456173456,2.3205056734542566,cbudget_1150__kalkuhl__prob50
2165,31,1040.4876308993764,1044.8912824420634,1043.293887891641,780.8870494065397,-6.776968751843897,0.00032691550720627394,1.2094366641808503,0.331505376344086,2.497021773476312,1.597394550433467,cbudget_1150__kalkuhl__prob50
2170,32,1072.4684728156212,1075.9772484767566,1075.1556707634434,805.0194749144129,-6.771007816889378,0.0,1.1809864209486107,0.3333333333333333,2.3836252564036498,0.8215777133245246,cbudget_1150__kalkuhl__prob50
2175,33,1100.4428866647302,1103.021007575802,1103.0207454535175,826.0362397720595,-6.759088417726014,0.0003086294677718732,1.1527632580490004,0.331505376344086,2.284447618123746,0.0002621222964079495,cbudget_1150__kalkuhl__prob50
2180,34,1123.8704174502882,1125.4898481620492,1126.3460178595237,843.532050955262,-6.741815498404876,0.0,1.1247335981139261,0.3333333333333333,2.1969955493697335,-0.8561696974617314,cbudget_1150__kalkuhl__prob50
2185,35,1142.275860001521,1142.9182845716507,1144.65389557841,857.1541155149907,-6.717457124632872,0.0,1.0968714042869867,0.3333333333333333,2.1188820852502195,-1.7356110067456902,cbudget_1150__kalkuhl__prob50
2190,36,1155.2638888631411,1154.9258968373863,1157.5505523889467,866.6131837049835,-6.687710028180391,0.0002950080523198835,1.0691546528781062,0.331505376344086,2.0483548526537847,-2.6246555515455667,cbudget_1150__kalkuhl__prob50
2195,37,1162.5506888743037,1161.2323672579794,1164.7410754255634,871.7066976840157,-6.640445105480119,0.0005873352764038962,1.041574748216202,0.3296774193548387,1.984101002092279,-3.5087081675686953,cbudget_1150__kalkuhl__prob50
2200,38,1163.9445681795069,1161.6713796345832,1166.0442873538232,872.3046670867901,-6.588044779239565,0.0002938219633628096,1.0141224348820452,0.331505376344086,1.9250563751225158,-4.372907719221354,cbudget_1150__kalkuhl__prob50
2205,39,1165.3135284798336,1162.098405333985,1167.3290180463766,872.882739259607,-6.529288582856391,0.0005879142424082263,0.986847896526986,0.3296774193548387,1.8694475292780641,-5.230612712375766,cbudget_1150__kalkuhl__prob50
2210,40,1166.6781244968017,1162.5165612554242,1168.598138244875,873.4561254623322,-6.419372845178091,0.0319183394647223,0.9597594474683833,0.3260215053763441,1.8119303052199154,-6.081576989434152,cbudget_1150__kalkuhl__prob50
2215,41,1168.0082079980914,1162.9295863346085,1169.8551924966225,874.0029204798255,-6.352060458058822,0.04660616476488198,0.9328639520656024,0.3328709591649139,1.757893491925665,-6.925606161987834,cbudget_1150__kalkuhl__prob50
2220,42,1170.2368047144248,1163.3356658868022,1171.0914777043467,875.215692220617,2.874159521493169e-10,6.030393294971862,0.9063820399307916,0.27906447417046343,0.840270651115838,-7.755811817514494,cbudget_1150__kalkuhl__prob50
2225,43,1171.574406520987,1163.8480755368034,1172.4266500761255,875.7660118167901,2.9734140150061705e-10,6.050064969881606,0.8801367263610768,0.28419486246015174,0.8359857273455306,-8.578574539262082,cbudget_1150__kalkuhl__prob50
2230,44,1171.958803911768,1164.3135967029568,1172.781421236259,875.6013994601483,2.8535150631281425e-10,6.056641320854814,0.8838055872231919,0.2667896940864214,0.8056535799471073,-8.467824533227958,cbudget_1150__kalkuhl__prob50
2235,45,1172.0231844644127,1164.6346233030604,1172.8302317636271,875.1959649158246,1.666366489239124e-10,6.026530630728179,0.892605415108954,0.27821002134315004,0.7929895126985477,-8.195608460496816,cbudget_1150__kalkuhl__prob50
2240,46,1171.9815243283049,1164.831401852983,1172.7797019313457,874.7125636736919,4.8120119000572e-12,6.032280937810644,0.9005697955201556,0.291114775087601,0.7835666284420312,-7.948300078305503,cbudget_1150__kalkuhl__prob50
2245,47,1171.9216673582723,1164.942221533048,1172.6957252816073,874.2140401099479,-4.6648317153508145e-11,6.020490718580739,0.9068273448133076,0.2715238339236481,0.7604632305696708,-7.753503748517903,cbudget_1150__kalkuhl__prob50
