year,t,Y_world,YGROSS_world,YNET_world,C_world,E_world,EIND_world,TATM,MIU_avg,ABATECOST_world,DAMAGES_world,scenario
2015,1,91.48765924093053,91.48765924093053,91.48765924093053,65.73850114725718,40.487026771383796,35.08683370992618,1.1,0.0,0.0,0.0,cbudget_1150__dice__prob50
2020,2,102.36385366228427,102.50949991541678,102.50949991541678,72.7545234818689,31.70922593039465,26.309032868937038,1.1524603511400309,0.08995539346589324,0.14564625316940713,0.0,cbudget_1150__dice__prob50
2025,3,123.31406962200987,123.66243417947626,123.57219392117332,87.20491768852231,24.12039166787274,25.796662737415772,1.279686888206709,0.11067138862355269,0.2558424323631118,0.09024025830295059,cbudget_1150__dice__prob50
2030,4,144.20900500155102,144.7680992380538,144.56958042464655,101.68071620003012,24.65766722316877,26.461003734047292,1.3820337006878811,0.1145396906460694,0.35900053221610106,0.19851881340725103,cbudget_1150__dice__prob50
2035,5,165.88879641824394,166.68976912296523,166.38992290506192,116.92806597195668,24.179019429006882,26.375273377183422,1.4462896198699973,0.12500658132808848,0.498812295385387,0.2998462179032749,cbudget_1150__dice__prob50
2040,6,187.5789431029462,188.67985752031794,188.2635129872916,132.45676580067703,23.077861171937265,25.67394118078899,1.5050716340393604,0.1391521672694369,0.6811234481409245,0.41634453302635477,cbudget_1150__dice__prob50
2045,7,210.2211787389674,211.7250629941813,211.16936462112102,148.8142542553047,21.585524911711218,24.533650422198388,1.563080181787898,0.15623948420518347,0.933582515514326,0.5556983730602952,cbudget_1150__dice__prob50
2050,8,233.83177488147274,235.83955895106556,235.1220845073614,166.02740332174207,18.898230681347567,22.586677623599666,1.619003477243585,0.1764915853647839,1.2824706839218885,0.71747444370415,cbudget_1150__dice__prob50
2055,9,258.49924460482475,261.1059233588004,260.2067407211085,184.1942987193764,16.538768088825364,20.64907647313814,1.671054174996326,0.1941066795076027,1.6985735473277523,0.89918263769192,cbudget_1150__dice__prob50
2060,10,284.7715250625424,288.0448650115247,286.9534697984532,203.6560439006655,14.976137738053293,18.827928904723752,1.7145756600104256,0.20912016015405513,2.155966951096301,1.091395213071439,cbudget_1150__dice__prob50
2065,11,312.65784755309215,316.59950874123973,315.3087398050409,224.43411323477503,12.628466921026234,17.429165370370193,1.7500769866316415,0.22121093260354088,2.632838254310714,1.2907689361987382,cbudget_1150__dice__prob50
2070,12,341.10833716691275,345.75005200326274,344.2525771788166,245.80984704416997,11.304753307336977,16.384856971247544,1.7808300870995204,0.23014399465356872,3.128396680975371,1.49747482444612,cbudget_1150__dice__prob50
2075,13,369.89375093125363,375.3962298896727,373.6950338348154,267.6175305668133,8.841683453415634,14.27476919576543,1.8047528708899971,0.24610148429903134,3.776800814934956,1.7011960548572307,cbudget_1150__dice__prob50
2080,14,399.02481906061996,405.38969217357425,403.4826257850309,289.8269309616385,6.202289146637424,12.021571587283262,1.825082229633489,0.2597851495796495,4.427383305968088,1.9070663885433563,cbudget_1150__dice__prob50
2085,15,428.74609788144176,435.9056465582578,433.80550079488614,312.58741436248863,3.3072391707389945,9.45702623615638,1.8383490455828255,0.2713306321546531,5.020188255592065,2.100145763371597,cbudget_1150__dice__prob50
2090,16,459.3106474258997,467.25368439796284,464.9832655348908,336.0596855970708,0.47554462705944567,6.96182959682396,1.8431349957129706,0.2864191559577413,5.622198018023445,2.270418863072091,cbudget_1150__dice__prob50
2095,17,490.77882488020566,499.52110172301263,497.1147836630229,360.27080062333704,-2.308026359815973,4.467453366474438,1.8382744955181487,0.301927377644537,6.271755262128117,2.406318059989622,cbudget_1150__dice__prob50
2100,18,524.6781589162312,532.5266461688544,530.0273768642072,386.31137877463476,-1.364018659161665,5.646982204877476,1.8237867994588184,0.2950907710034354,5.293481251152674,2.4992693046471426,cbudget_1150__dice__prob50
2105,19,561.1671362467713,567.6274118560704,565.0786811000636,414.3090488318293,0.7452092592587235,7.169691653111131,1.799819770484024,0.2831482135744665,3.814847966557787,2.5487307560069845,cbudget_1150__dice__prob50
2110,20,598.456498521643,604.7327704529869,602.1171579227112,442.97298440502135,-0.12639985935585357,6.290077627231828,1.7801274680850083,0.2876547451434925,3.56693460619062,2.6156125302757194,cbudget_1150__dice__prob50
2115,21,637.6177588782741,643.4601967190505,640.7225250584029,473.0536537896598,0.12639985935611434,6.502934386088166,1.7716287269568514,0.28479503978018317,3.02453934553501,2.7376716606474205,cbudget_1150__dice__prob50
2120,22,677.9876220456017,683.6407481516833,680.7764329663232,504.05819612825564,-0.1263998593562182,6.226227618016105,1.7637946853473272,0.28551299799354923,2.7159636169643915,2.864315185360326,cbudget_1150__dice__prob50
2125,23,719.5669480017654,724.9674331529835,721.9642931756498,535.9680539864868,0.12639985935605086,6.441560235467581,1.7580503024245542,0.2825967773566287,2.33500952464248,3.0031399773338903,cbudget_1150__dice__prob50
2130,24,761.78796243732,767.1268380253292,763.9830137120191,568.3502128740323,-0.12639985935541473,6.1689547395809585,1.7526630890511168,0.2828133970877,2.1377918762459167,3.1438243133098496,cbudget_1150__dice__prob50
